,CRN,**Notes,Course,Title,SH,Course Type,Instructor,Meeting Dates,Days,Time,Location,Categories,Seats,Limit,Enroll,*Campus,Subject,Prerequisites,Score
914,10017,,HIS 207-01,Tpcs:Islamic Civn 600-1200 CE,3,LEC,Alexander A. Eger,08-JAN-2018 to 25-APR-2018,F,1200-1250,BRYN 110,.GHP.GN.GPM.IGS,0,22,22,M,history,,3
915,14215,,HIS 207-02,Tpcs: Islamic Civn 600-1200 CE,3,LEC,Alexander A. Eger,08-JAN-2018 to 25-APR-2018,M W,1300-1350,BRYN 111,.GHP.GN.GPM.IGS,0,22,22,M,history,,3
916,16096,,HIS 207-03,Tpcs: N & E Africa Middle Ages,3,LEC,Ian M. Michie,08-JAN-2018 to 25-APR-2018,T R,0800-0915,BRYN 105,.GHP.GN.GPM.IGS,12,40,28,M,history,,3
917,17325,,HIS 207-04,Tpcs:Premdn Cultures InContact,3,WEB,Sarah E. McCartney,08-JAN-2018 to 25-APR-2018,,,,.GHP.GN.GPM.IGS,-3,32,35,M,history,,3
918,17340,"29,30,141",HIS 207-04D,Tpcs:Premdn CulturesIn Contact,3,WEB,Sarah E. McCartney,08-JAN-2018 to 25-APR-2018,,,,.GHP.GN.GPM.IGS,-15,0,15,D,history,,3
919,13362,,HIS 208-01,Tpcs:Revolutions in World Hist,3,LEC,Mark A. Moser,08-JAN-2018 to 25-APR-2018,T R,1230-1345,MHRA 1214,.GHP.GL.GMO.IGS,-1,58,59,M,history,,3
920,13363,,HIS 208-02,Tpcs:Revolutions in World Hist,3,LEC,Mark A. Moser,08-JAN-2018 to 25-APR-2018,T R,1530-1645,MHRA 1215,.GHP.GL.GMO.IGS,3,50,47,M,history,,3
921,10018,,HIS 209-01,Tpcs:Pacific in Modern World,3,WEB,Eric O. Oakley,08-JAN-2018 to 25-APR-2018,,,,.GHP.GMO.GN.IGS,1,50,49,M,history,,3
922,10019,,HIS 211-01,The United States to 1865,3,LEC,Watson W. Jennison,08-JAN-2018 to 25-APR-2018,M W,1100-1150,BRYN 160,.GHP.GMO.WI,0,20,20,M,history,,3
923,13901,,HIS 211-02,The United States to 1865,3,LEC,Watson W. Jennison,08-JAN-2018 to 25-APR-2018,M W,1100-1150,BRYN 160,.GHP.GMO.WI,0,20,20,M,history,,3
924,13902,,HIS 211-03,The United States to 1865,3,LEC,Watson W. Jennison,08-JAN-2018 to 25-APR-2018,M W,1100-1150,BRYN 160,.GHP.GMO.WI,0,20,20,M,history,,3
925,13903,,HIS 211-04,The United States to 1865,3,LEC,Watson W. Jennison,08-JAN-2018 to 25-APR-2018,M W,1100-1150,BRYN 160,.GHP.GMO.WI,0,20,20,M,history,,3
926,14642,,HIS 211-05,The United States to 1865,3,LEC,Watson W. Jennison,08-JAN-2018 to 25-APR-2018,M W,1100-1150,BRYN 160,.GHP.GMO.WI,0,20,20,M,history,,3
927,14643,,HIS 211-06,The United States to 1865,3,LEC,Watson W. Jennison,08-JAN-2018 to 25-APR-2018,M W,1100-1150,BRYN 160,.GHP.GMO.WI,0,20,20,M,history,,3
928,16072,,HIS 211-07,The United States to 1865,3,LEC,Arlen M. Hanson,08-JAN-2018 to 25-APR-2018,T R,0800-0915,SOEB 202,.GHP.GMO,4,40,36,M,history,,2
929,10020,,HIS 212-01,The US Since 1865,3,LEC,Ethan A. Moore,08-JAN-2018 to 25-APR-2018,M W F,0800-0850,MHRA 1215,.GHP.GMO,28,40,12,M,history,,2
930,10021,,HIS 212-02,The US Since 1865,3,LEC,Kimberly M. Cheek,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,BRYN 105,.GHP.GMO,-3,40,43,M,history,,2
931,10022,,HIS 212-03,The US Since 1865,3,LEC,Anderson R. Rouse,08-JAN-2018 to 25-APR-2018,M W,1530-1645,BRYN 132,.GHP.GMO,0,40,40,M,history,,2
932,13904,,HIS 212-04,The US Since 1865,3,LEC,Matthew A. Larson,08-JAN-2018 to 25-APR-2018,T R,0800-0915,MHRA 1214,.GHP.GMO,20,40,20,M,history,,2
933,16875,,HIS 213-01,Tpcs:Technology Amercn History,3,LEC,Lisa C. Tolbert,08-JAN-2018 to 25-APR-2018,T R,1530-1645,MHRA 1204,.GHP.WI,0,25,25,M,history,,2
934,14645,,HIS 216-01,Civilizations of Asia,3,LEC,James A. Anderson,08-JAN-2018 to 25-APR-2018,T R,1400-1515,MHRA 1215,.GHP.GMO.GN.IGS,3,58,55,M,history,,3
935,10023,,HIS 217-01,The World in the 20th Century,3,WEB,Mark A. Moser,08-JAN-2018 to 25-APR-2018,,,,.GHP.GMO.GN.IGS,0,47,47,M,history,,3
936,17247,"29,30,141",HIS 217-01D,The World in the 20th Century,3,WEB,Mark A. Moser,08-JAN-2018 to 25-APR-2018,,,,.GHP.GMO.GN.IGS,-10,0,10,D,history,,3
937,13094,,HIS 217-02,The World in the 20th Century,3,WEB,Hannah G. Shotwell,08-JAN-2018 to 25-APR-2018,,,,.GHP.GMO.GN.IGS,2,43,41,M,history,,3
938,17381,"29,30,141",HIS 217-02D,The World in the 20th Century,3,WEB,Hannah G. Shotwell,08-JAN-2018 to 25-APR-2018,,,,.GHP.GMO.GN.IGS,-7,0,7,D,history,,3
939,14646,,HIS 217-03,The World in the 20th Century,3,LEC,Christopher W. Davis,08-JAN-2018 to 25-APR-2018,T R,1700-1815,MHRA 1214,.GHP.GMO.GN.IGS,4,40,36,M,history,,3
940,10024,,HIS 218-01,The World in the 20th Century,3,LEC,David M. Wight,08-JAN-2018 to 25-APR-2018,T R,0930-1045,SOEB 224,.GHP.GMO.GN.IGS,0,58,58,M,history,,3
941,16095,,HIS 218-02,The World in the 20th Century,3,LEC,Matthew D. Hintz,08-JAN-2018 to 25-APR-2018,M W,1530-1645,BRYN 213,.GHP.GMO.GN.IGS,-2,40,42,M,history,,3
942,13905,,HIS 218-03,The World in the 20th Century,3,LEC,Brian W. Suttell,08-JAN-2018 to 25-APR-2018,M W F,0800-0850,MHRA 1214,.GHP.GMO.GN.IGS,23,40,17,M,history,,3
943,17414,"29,30,141",HIS 218-11D,The World in the 20th Century,3,WEB,Timothy M. Reagin,28-FEB-2018 to 25-APR-2018,,,,.GHP.GMO.GN,-2,50,52,D,history,,2
944,15766,"29,30,105",HIS 218-81D,The World in the 20th Century,3,WEB,Mark A. Moser,09-DEC-2017 to 18-JAN-2018,,,,.GHP.GMO.GN.IGS,2,50,48,D,history,,3
945,10025,,HIS 221-01,Medieval Legacy,3,LEC,Caitlin M. Saraphis,08-JAN-2018 to 25-APR-2018,T R,0930-1045,PETT 219,.GHP.GL.GPM,0,58,58,M,history,,3
946,13364,,HIS 222-01,Europe 1400-1789,3,LEC,Jodi E. Bilinkoff,08-JAN-2018 to 25-APR-2018,M W,1300-1350,BRYN 202,.GHP.GL.GPM,0,22,22,M,history,,3
947,14185,,HIS 222-02,Europe 1400-1789,3,LEC,Jodi E. Bilinkoff,08-JAN-2018 to 25-APR-2018,F,1200-1250,BRYN 106,.GHP.GL.GPM,1,22,21,M,history,,3
948,10026,,HIS 223-01,"European Revolutions,1789-1989",3,LEC,Jeff W. Jones,08-JAN-2018 to 25-APR-2018,T R,1100-1215,BRYN 212,.GHP.GL.GMO.IGS,5,50,45,M,history,,3
949,16097,,HIS 240-01,Latin America since 1810,3,LEC,Peter B. Villella,08-JAN-2018 to 25-APR-2018,T R,1100-1215,BRYN 213,.GHP.GMO.GN.IGS,4,50,46,M,history,,3
950,10288,,HIS 302-01,Race and Segregation,3,LEC,Watson W. Jennison,08-JAN-2018 to 25-APR-2018,M W,1400-1515,BRYN 202,.ADS.GMO,0,36,36,M,history,,1
951,16098,,HIS 320-01,"Hist of Mexico,Central America",3,LEC,Peter B. Villella,08-JAN-2018 to 25-APR-2018,T R,1400-1515,PETT 224,.GMO.GN.IGS,0,36,36,M,history,,2
952,16099,,HIS 323-01,American Indians and Nature,3,LEC,Warren G. O'Brien,08-JAN-2018 to 25-APR-2018,T R,1400-1515,MHRA 1214,.ENV.GHP.GN,1,43,42,M,history,,1
953,16100,,HIS 329-01,US Women's History Since 1865,3,LEC,Kelsey E. Walker,08-JAN-2018 to 25-APR-2018,M W F,0900-0950,MHRA 2207,.WGS,11,36,25,M,history,,0
954,16102,,HIS 338-01,"Civl War, Reconstrctn, Reunion",3,LEC,Mark E. Elliott,08-JAN-2018 to 25-APR-2018,T R,1100-1215,SOEB 219,.SI,1,25,24,M,history,,1
955,13365,,HIS 340-01,US Since World War II,3,LEC,Timothy M. Reagin,08-JAN-2018 to 25-APR-2018,M W,1700-1815,MHRA 1214,none,7,36,29,M,history,,0
956,16115,,HIS 341-01,Pirates of the Caribbean,3,LEC,Linda M. Rupert,08-JAN-2018 to 25-APR-2018,T R,1100-1215,SOEB 222,none,1,40,39,M,history,,0
957,10289,,HIS 347-01,History of North Carolina,3,LEC,Christine R. Flood,08-JAN-2018 to 25-APR-2018,W,1830-2120,MHRA 1210,.SI,4,25,21,M,history,,1
958,10290,,HIS 347-02,History of North Carolina,3,WEB,Virginia L. Summey,08-JAN-2018 to 25-APR-2018,,,,none,0,36,36,M,history,,0
959,16116,,HIS 351-01,"History of Greece,2000BC-31BC",3,LEC,Stephen Q. Ruzicka,08-JAN-2018 to 25-APR-2018,M W,1400-1515,MHRA 1215,none,1,36,35,M,history,,0
960,13908,26,HIS 356-01,Making of the African Diaspora,3,LEC,Omar H. Ali,08-JAN-2018 to 25-APR-2018,T R,0930-1045,GRAM 207,.ADS,0,10,10,M,history,,0
961,10393,"1,3,14,374",HIS 390-01,History Internship,3,INT,Anne E. Parsons,08-JAN-2018 to 25-APR-2018,,,,none,1,1,0,M,history,,0
962,10394,3,HIS 391-01,Historical Skills and Methods,3,SEM,Thomas F. Jackson,08-JAN-2018 to 25-APR-2018,M W,1400-1515,MHRA 1204,.RI.WI,15,25,10,M,history,,1
963,13395,3,HIS 391-02,Historical Skills and Methods,3,SEM,Richard E. Barton,08-JAN-2018 to 25-APR-2018,T R,1230-1345,MHRA 2204,.RI.WI,0,25,25,M,history,,1
964,13910,,HIS 392-01,Holocaust History / Meaning,3,LEC,Joseph Ross,08-JAN-2018 to 25-APR-2018,T R,1830-1945,MHRA 2211,.GL.IGS,0,36,36,M,history,,1
965,12349,"1,159",HIS 402-01,Individual Study,1,IND,Jeff W. Jones,08-JAN-2018 to 25-APR-2018,,,,none,-1,1,2,M,history,,0
966,17346,"1,159",HIS 402-02,Individual Study,1,IND,Colleen Kriger,08-JAN-2018 to 25-APR-2018,,,,none,0,1,1,M,history,,0
967,10960,"3,8",HIS 430-01,Historcl Methds-Soc Stud Tchrs,3,LEC,Lisa C. Tolbert,08-JAN-2018 to 25-APR-2018,M W,1400-1515,BRYN 121,.WI,10,30,20,M,history,,1
968,14743,"1,8,14,37,159",HIS 491-08,Honor Work: American History,3,IND,Lisa C. Tolbert,08-JAN-2018 to 25-APR-2018,,,,.HSS,1,1,0,M,history,,0
969,17283,"1,8,14,37,159",HIS 492-02,Honors Work: European History,3,IND,Jill C. Bender,08-JAN-2018 to 25-APR-2018,,,,.HSS,0,1,1,M,history,,0
970,14731,"1,8,14,37,159",HIS 492-03,Honors Work: European History,3,IND,Lisa C. Tolbert,08-JAN-2018 to 25-APR-2018,,,,.HSS,1,1,0,M,history,,0
971,14732,"1,8,14,37,159",HIS 493-13,Honors Work: World History,3,IND,Lisa C. Tolbert,08-JAN-2018 to 25-APR-2018,,,,.HSS,1,1,0,M,history,,0
972,10395,"1,3",HIS 511A-01,Sem His Rch Wrtng,3,SEM,Lisa C. Tolbert,08-JAN-2018 to 25-APR-2018,M,1830-2120,MHRA 1211,.SI.WI,3,20,17,M,history,,2
973,16117,"1,3",HIS 511C-01,Seminar in His Resrch / Wrtng,3,SEM,Linda M. Rupert,08-JAN-2018 to 25-APR-2018,T,1530-1820,MHRA 1209,.SI.WI,9,20,11,M,history,,2
974,17342,108,HIS 514-01Z,Cypr Med Meditrn Island Monmnt,3,SEM,Derek Krueger,01-MAR-2018 to 30-APR-2018,,,,none,-3,0,3,Z,history,,0
975,16119,,HIS 524-01,Tpcs: US-Middle East Relations,3,SEM,David M. Wight,08-JAN-2018 to 25-APR-2018,T,1530-1820,MHRA 1206,none,2,25,23,M,history,,0
976,16120,,HIS 542-01,Tpcs: Emotions in Middle Ages,3,SEM,Richard E. Barton,08-JAN-2018 to 25-APR-2018,T R,1530-1645,MHRA 2209,none,0,25,25,M,history,,0
977,16121,"9,26",HIS 568-01,Afrcn Histry/Cultres Thru Film,3,LEC,Colleen Kriger,08-JAN-2018 to 25-APR-2018,R,1600-1850,MHRA 1208,.WGS,-1,15,16,M,history,,0
978,13727,"26,85",HIS 624-01,Hist Amer Landspe and Arch,3,LEC,Jo R. Leimenstoll,08-JAN-2018 to 25-APR-2018,W,1400-1650,STAC 303,none,-2,2,4,M,history,,0
979,10400,"26,85",HIS 626-01,The Practice of Public History,3,SEM,Anne E. Parsons,08-JAN-2018 to 25-APR-2018,M,1830-2120,MHRA 3207,none,0,10,10,M,history,,0
980,15551,,HIS 631-01,Digital History,3,SEM,Anne M. Whisnant,08-JAN-2018 to 25-APR-2018,T,1530-1820,MHRA 2208,none,3,15,12,M,history,,0
981,10401,"1,3,85,374",HIS 690-01,Internship,3,INT,Anne E. Parsons,08-JAN-2018 to 25-APR-2018,,,,none,10,10,0,M,history,,0
982,12351,"1,8",HIS 692-08,Advanced Topics in History,3,IND,Mark E. Elliott,08-JAN-2018 to 25-APR-2018,,,,none,0,2,2,M,history,,0
983,12352,"1,8,99,159",HIS 697-08,Directed Reading,1,IND,Mark E. Elliott,08-JAN-2018 to 25-APR-2018,,,,none,0,1,1,M,history,,0
984,17157,"1,8,159",HIS 697-18,Directed Reading,1,IND,Warren G. O'Brien,08-JAN-2018 to 25-APR-2018,,,,none,1,3,2,M,history,,0
985,17320,"1,8,159",HIS 697-22,Directed Reading,1,IND,Peter B. Villella,08-JAN-2018 to 25-APR-2018,,,,none,0,1,1,M,history,,0
986,10402,159,HIS 699-01,Thesis,1,DTS,Mark E. Elliott,08-JAN-2018 to 25-APR-2018,,,,none,0,1,1,M,history,,0
987,10403,8,HIS 702-01,Colloquium in American History,3,COL,Thomas F. Jackson,08-JAN-2018 to 25-APR-2018,M,1830-2120,MHRA 1304,none,5,12,7,M,history,,0
988,13934,8,HIS 702-02,Colloquium in American History,3,COL,David M. Wight,08-JAN-2018 to 25-APR-2018,R,1530-1820,MHRA 1304,none,-1,13,14,M,history,,0
989,16123,8,HIS 704-03,Seminar in History,3,SEM,Richard E. Barton,08-JAN-2018 to 25-APR-2018,,,,none,1,2,1,M,history,,0
990,13732,8,HIS 704-04,Seminar in History,3,SEM,Jill C. Bender,08-JAN-2018 to 25-APR-2018,,,,none,0,2,2,M,history,,0
991,12353,8,HIS 704-06,Seminar in History,3,SEM,Charles C. Bolton,08-JAN-2018 to 25-APR-2018,,,,none,0,1,1,M,history,,0
992,16125,8,HIS 704-08,Seminar in History,3,SEM,Mark E. Elliott,08-JAN-2018 to 25-APR-2018,,,,none,0,1,1,M,history,,0
993,12354,8,HIS 704-11,Seminar in History,3,SEM,Thomas F. Jackson,08-JAN-2018 to 25-APR-2018,,,,none,0,3,3,M,history,,0
994,16126,8,HIS 704-12,Seminar in History,3,SEM,Watson W. Jennison,08-JAN-2018 to 25-APR-2018,,,,none,0,1,1,M,history,,0
995,10404,8,HIS 709-01,Introductory Research Seminar,3,SEM,Thomas F. Jackson,08-JAN-2018 to 25-APR-2018,T,1530-1820,MHRA 3208,none,0,10,10,M,history,,0
996,14771,8,HIS 709-02,Introductory Research Seminar,3,SEM,Linda M. Rupert,08-JAN-2018 to 25-APR-2018,R,1830-2120,MHRA 1206,none,2,10,8,M,history,,0
997,16128,8,HIS 712-01,Slavery in the Americas,3,LEC,Watson W. Jennison,08-JAN-2018 to 25-APR-2018,W,1530-1820,MHRA 2208,none,10,15,5,M,history,,0
998,12721,,HIS 716-01,Grad Collqm World History,3,COL,Jodi E. Bilinkoff,08-JAN-2018 to 25-APR-2018,M,1530-1820,MHRA 3204,none,5,15,10,M,history,,0
999,13396,,HIS 721-01,Public History Capstone II,3,PRC,Anne E. Parsons,08-JAN-2018 to 25-APR-2018,M,1530-1820,MHRA 3207,none,0,10,10,M,history,,0
1000,16122,8,HIS 740-01,Tpcs: Readings in Soviet Hist,3,SEM,Jeff W. Jones,08-JAN-2018 to 25-APR-2018,T,1830-2120,MHRA 3204,none,8,15,7,M,history,,0
1001,12356,1,HIS 750-06,Ph.D. Readings Course,3,IND,Charles C. Bolton,08-JAN-2018 to 25-APR-2018,,,,none,2,2,0,M,history,,0
1002,12357,1,HIS 750-08,Ph.D. Readings Course,3,IND,Mark E. Elliott,08-JAN-2018 to 25-APR-2018,,,,none,1,2,1,M,history,,0
1003,12358,1,HIS 750-11,Ph.D. Readings Course,3,IND,Thomas F. Jackson,08-JAN-2018 to 25-APR-2018,,,,none,1,2,1,M,history,,0
1004,12359,1,HIS 750-12,Ph.D. Readings Course,3,IND,Watson W. Jennison,08-JAN-2018 to 25-APR-2018,,,,none,1,2,1,M,history,,0
1005,12360,1,HIS 750-15,Ph.D. Readings Course,3,IND,Lisa Levenstein,08-JAN-2018 to 25-APR-2018,,,,none,2,2,0,M,history,,0
1006,12361,1,HIS 750-18,Ph.D. Readings Course,3,IND,Warren G. O'Brien,08-JAN-2018 to 25-APR-2018,,,,none,2,2,0,M,history,,0
1007,12362,1,HIS 750-21,Ph.D. Readings Course,3,IND,Lisa C. Tolbert,08-JAN-2018 to 25-APR-2018,,,,none,2,2,0,M,history,,0
1008,12363,3,HIS 751-06,Ph.D. Dissertation Seminar,3,SEM,Charles C. Bolton,08-JAN-2018 to 25-APR-2018,,,,none,0,2,2,M,history,,0
1009,12364,3,HIS 751-08,Ph.D. Dissertation Seminar,3,SEM,Mark E. Elliott,08-JAN-2018 to 25-APR-2018,,,,none,2,2,0,M,history,,0
1010,12365,3,HIS 751-11,Ph.D. Dissertation Seminar,3,SEM,Thomas F. Jackson,08-JAN-2018 to 25-APR-2018,,,,none,1,2,1,M,history,,0
1011,12366,3,HIS 751-12,Ph.D. Dissertation Seminar,3,SEM,Watson W. Jennison,08-JAN-2018 to 25-APR-2018,,,,none,2,2,0,M,history,,0
1012,12368,3,HIS 751-15,Ph.D. Dissertation Seminar,3,SEM,Lisa Levenstein,08-JAN-2018 to 25-APR-2018,,,,none,2,2,0,M,history,,0
1013,12369,3,HIS 751-18,Ph.D. Dissertation Seminar,3,SEM,Warren G. O'Brien,08-JAN-2018 to 25-APR-2018,,,,none,1,2,1,M,history,,0
1014,12370,3,HIS 751-21,Ph.D. Dissertation Seminar,3,SEM,Lisa C. Tolbert,08-JAN-2018 to 25-APR-2018,,,,none,2,2,0,M,history,,0
1015,12371,159,HIS 799-06,Dissertation,1,DTS,Charles C. Bolton,08-JAN-2018 to 25-APR-2018,,,,none,1,5,4,M,history,,0
1016,12372,159,HIS 799-08,Dissertation,1,DTS,Mark E. Elliott,08-JAN-2018 to 25-APR-2018,,,,none,3,5,2,M,history,,0
1017,12373,159,HIS 799-10,Dissertation,1,DTS,Phyllis W. Hunter,08-JAN-2018 to 25-APR-2018,,,,none,1,1,0,M,history,,0
1018,12374,159,HIS 799-11,Dissertation,1,DTS,Thomas F. Jackson,08-JAN-2018 to 25-APR-2018,,,,none,2,2,0,M,history,,0
1019,12375,159,HIS 799-12,Dissertation,1,DTS,Watson W. Jennison,08-JAN-2018 to 25-APR-2018,,,,none,2,2,0,M,history,,0
1020,12376,159,HIS 799-15,Dissertation,1,DTS,Lisa Levenstein,08-JAN-2018 to 25-APR-2018,,,,none,1,2,1,M,history,,0
1021,12377,159,HIS 799-18,Dissertation,1,DTS,Warren G. O'Brien,08-JAN-2018 to 25-APR-2018,,,,none,2,5,3,M,history,,0
1022,12378,159,HIS 799-21,Dissertation,1,DTS,Lisa C. Tolbert,08-JAN-2018 to 25-APR-2018,,,,none,1,1,0,M,history,,0
1023,12379,159,HIS 801-08,Thesis Extension,1,DTS,Mark E. Elliott,08-JAN-2018 to 25-APR-2018,,,,none,1,1,0,M,history,,0
1024,12380,159,HIS 802-06,Dissertation Extension,1,DTS,Charles C. Bolton,08-JAN-2018 to 25-APR-2018,,,,none,2,2,0,M,history,,0
1025,12381,159,HIS 802-08,Dissertation Extension,1,DTS,Mark E. Elliott,08-JAN-2018 to 25-APR-2018,,,,none,0,2,2,M,history,,0
1026,12382,159,HIS 802-10,Dissertation Extension,1,DTS,Phyllis W. Hunter,08-JAN-2018 to 25-APR-2018,,,,none,0,1,1,M,history,,0
1027,12383,159,HIS 802-11,Dissertation Extension,1,DTS,Thomas F. Jackson,08-JAN-2018 to 25-APR-2018,,,,none,2,2,0,M,history,,0
1028,14775,159,HIS 802-12,Dissertation Extension,1,DTS,Watson W. Jennison,08-JAN-2018 to 25-APR-2018,,,,none,2,2,0,M,history,,0
1029,12384,159,HIS 802-15,Dissertation Extension,1,DTS,Lisa Levenstein,08-JAN-2018 to 25-APR-2018,,,,none,1,2,1,M,history,,0
1030,12385,159,HIS 802-18,Dissertation Extension,1,DTS,Warren G. O'Brien,08-JAN-2018 to 25-APR-2018,,,,none,0,2,2,M,history,,0
1031,12387,159,HIS 803-06,Grad Resrch Proj Ext,1,IND,Charles C. Bolton,08-JAN-2018 to 25-APR-2018,,,,none,1,1,0,M,history,,0
1032,12388,159,HIS 803-08,Grad Resrch Proj Ext,1,IND,Mark E. Elliott,08-JAN-2018 to 25-APR-2018,,,,none,1,1,0,M,history,,0
1033,12389,159,HIS 803-10,Grad Resrch Proj Ext,1,IND,Phyllis W. Hunter,08-JAN-2018 to 25-APR-2018,,,,none,0,1,1,M,history,,0
1034,12390,159,HIS 803-11,Grad Resrch Proj Ext,1,IND,Thomas F. Jackson,08-JAN-2018 to 25-APR-2018,,,,none,1,1,0,M,history,,0
1035,12391,159,HIS 803-12,Grad Resrch Proj Ext,1,IND,Watson W. Jennison,08-JAN-2018 to 25-APR-2018,,,,none,1,1,0,M,history,,0
1036,12392,159,HIS 803-15,Grad Resrch Proj Ext,1,IND,Lisa Levenstein,08-JAN-2018 to 25-APR-2018,,,,none,0,1,1,M,history,,0
1037,12393,159,HIS 803-18,Grad Resrch Proj Ext,1,IND,Warren G. O'Brien,08-JAN-2018 to 25-APR-2018,,,,none,0,1,1,M,history,,0
1038,10452,168,MAT 112-01,Contemporary Topics Math,3,LEC,Nathan S. Fontes,08-JAN-2018 to 25-APR-2018,M W F,0800-0850,PETT 313,.GMT,3,50,47,M,math,,0
1039,12886,"30,168",MAT 112-02,Contemporary Topics Math,3,WEB,Sandi B. Rudzinski,08-JAN-2018 to 25-APR-2018,,,,.GMT,3,112,109,M,math,,0
1040,14433,"29,30,141,168",MAT 112-02D,Contemporary Topics Math,3,WEB,Sandi B. Rudzinski,08-JAN-2018 to 25-APR-2018,,,,.GMT,-10,0,10,D,math,,0
1041,10453,168,MAT 112-03,Contemporary Topics Math,3,LEC,Nathan S. Fontes,08-JAN-2018 to 25-APR-2018,M W F,1000-1050,PETT 219,.GMT,1,50,49,M,math,,0
1042,15920,168,MAT 112-04,Contemporary Topics Math,3,LEC,Aaron F. Rapp,08-JAN-2018 to 25-APR-2018,T R,0800-0915,PETT 213,.GMT,2,50,48,M,math,,0
1043,16969,"29,30,105,168",MAT 112-81D,Contemporary Topics Math,3,WEB,Sebastian G. Pauli,09-DEC-2017 to 18-JAN-2018,,,,.GMT,47,90,43,D,math,,0
1044,10454,168,MAT 115-01,College Algebra,3,LEC,Gampola Waduge Nalin Fonseka,08-JAN-2018 to 25-APR-2018,M W F,0800-0850,PETT 213,.GMT,3,50,47,M,math,,0
1045,10455,168,MAT 115-02,College Algebra,3,LEC,James E. Rudzinski,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,PETT 313,.GMT,1,50,49,M,math,,0
1046,10456,168,MAT 115-03,College Algebra,3,WLL,Keri N. Spetzer,08-JAN-2018 to 25-APR-2018,M,0900-0950,GRAM 313,.GMT,0,50,50,M,math,,0
1047,13012,168,MAT 115-04,College Algebra,3,WLL,Keri N. Spetzer,08-JAN-2018 to 25-APR-2018,M,1000-1050,GRAM 313,.GMT,2,50,48,M,math,,0
1048,10457,"30,168",MAT 115-05,College Algebra,3,WEB,Clifford D. Smyth,08-JAN-2018 to 25-APR-2018,,,,.GMT,3,123,120,M,math,,0
1049,14432,"29,30,141",MAT 115-05D,College Algebra,3,WEB,Clifford D. Smyth,08-JAN-2018 to 25-APR-2018,,,,.GMT,-2,0,2,D,math,,0
1050,10458,168,MAT 115-06,College Algebra,3,LEC,Amila K. Muthunayake,08-JAN-2018 to 25-APR-2018,T R,0800-0915,PETT 313,.GMT,-1,50,51,M,math,,0
1051,10459,168,MAT 115-07,College Algebra,3,LEC,Aaron F. Rapp,08-JAN-2018 to 25-APR-2018,T R,0930-1045,PETT 224,.GMT,-1,50,51,M,math,,0
1052,10460,168,MAT 115-08,College Algebra,3,LEC,Keri N. Spetzer,08-JAN-2018 to 25-APR-2018,T R,1530-1645,PETT 224,.GMT,1,50,49,M,math,,0
1053,10461,168,MAT 115-09,College Algebra,3,LEC,Elliott Z. Hollifield,08-JAN-2018 to 25-APR-2018,T R,1400-1515,PETT 219,.GMT,-1,50,51,M,math,,0
1054,10462,168,MAT 115-10,College Algebra,3,LEC,Amila K. Muthunayake,08-JAN-2018 to 25-APR-2018,M W F,1300-1350,PETT 150,.GMT,2,50,48,M,math,,0
1055,10463,168,MAT 115-11,College Algebra,3,WLL,Emily N. Johnson,08-JAN-2018 to 25-APR-2018,W,0900-0950,GRAM 313,.GMT,2,50,48,M,math,,0
1056,10464,168,MAT 115-12,College Algebra,3,WLL,Emily N. Johnson,08-JAN-2018 to 25-APR-2018,W,1000-1050,GRAM 313,.GMT,3,50,47,M,math,,0
1057,15232,"30,168",MAT 115-13,College Algebra,3,WEB,Gampola Waduge Nalin Fonseka,08-JAN-2018 to 25-APR-2018,,,,.GMT,10,113,103,M,math,,0
1058,14425,"29,30,141",MAT 115-13D,College Algebra,3,WEB,Gampola Waduge Nalin Fonseka,08-JAN-2018 to 25-APR-2018,,,,.GMT,-12,0,12,D,math,,0
1059,15851,"30,168",MAT 115-14,College Algebra,3,WEB,Emily N. Johnson,08-JAN-2018 to 25-APR-2018,,,,.GMT,4,107,103,M,math,,0
1060,15859,"29,30,141",MAT 115-14D,College Algebra,3,WEB,Emily N. Johnson,08-JAN-2018 to 25-APR-2018,,,,.GMT,-18,0,18,D,math,,0
1061,15511,"29,30,105",MAT 115-81D,College Algebra,3,WEB,Dan Yasaki,09-DEC-2017 to 18-JAN-2018,,,,.GMT,13,90,77,D,math,,0
1062,10465,"3,168",MAT 120-01,Calculus w/ Business Applictns,3,LEC,James E. Rudzinski,08-JAN-2018 to 25-APR-2018,M W F,0800-0850,PETT 303,.GMT,0,50,50,M,math,,0
1063,10466,"3,168",MAT 120-02,Calculus w/ Business Applictns,3,LEC,Walker G. Weigel,08-JAN-2018 to 25-APR-2018,T R,0800-0915,PETT 219,.GMT,0,50,50,M,math,,0
1064,13013,"3,30,168",MAT 120-03,Calculus w/ Business Applictns,3,WEB,Jan Rychtar,08-JAN-2018 to 25-APR-2018,,,,.GMT,-1,111,112,M,math,,0
1065,14520,"3,29,30,141",MAT 120-03D,Calculus w/ Business Applictns,3,WEB,Jan Rychtar,08-JAN-2018 to 25-APR-2018,,,,.GMT,-24,0,24,D,math,,0
1066,15852,"3,30,168",MAT 120-04,Calculus w/ Business Applictns,3,WEB,Jan Rychtar,08-JAN-2018 to 25-APR-2018,,,,.GMT,2,113,111,M,math,,0
